feature,importance
mean_temp_c,0.23567452439903555
gust_speed,0.21459771551137383
precip_intensity,0.15535692471253593
precip_mm,0.1338997421674017
month_num,0.1300807143101823
snowfall_cm,0.07487504268053355
is_weekend_int,0.05551533621893727
