date,temp_max,temp_min,feels_like_max,precip_mm,precip_hours,snowfall_cm,wind_speed_max,gust_speed,mean_temp_c,precip_intensity,is_freezing,is_heatwave,total_delay_mins,total_incidents,median_incident_delay,month_num,month,month_abbr,day_of_week,is_weekend,is_weekend_int,day_type,weather_type,avg_delay_per_incident,severe_day
2014-01-01,-9.3,-15.1,-14.4,0.0,0.0,0.14,18.9,32.8,-12.2,0.0,1,0,203,45,4.0,1,January,Jan,Wednesday,False,0,Weekday,Light Rain/Snow,4.511111111111111,1
2014-01-02,-15.3,-19.3,-21.6,2.5,13.0,2.31,23.1,43.9,-17.3,0.19230769230769232,1,0,159,76,0.0,1,January,Jan,Thursday,False,0,Weekday,Light Rain/Snow,2.0921052631578947,0
2014-01-03,-12.4,-23.2,-18.1,0.0,0.0,0.0,20.3,39.2,-17.8,0.0,1,0,157,56,0.0,1,January,Jan,Friday,False,0,Weekday,Clear,2.8035714285714284,0
2014-01-04,-1.7,-11.4,-7.4,0.1,1.0,0.28,28.2,52.9,-6.55,0.1,1,0,68,33,0.0,1,January,Jan,Saturday,True,1,Weekend,Light Rain/Snow,2.0606060606060606,0
2014-01-05,0.7,-2.3,-3.6,11.0,23.0,7.35,20.6,52.2,-0.7999999999999999,0.4782608695652174,1,0,87,34,0.0,1,January,Jan,Sunday,True,1,Weekend,Heavy Rain/Snow,2.5588235294117645,0
2014-01-06,3.3,-14.3,0.1,7.6,9.0,1.47,32.9,61.2,-5.5,0.8444444444444444,1,0,96,61,0.0,1,January,Jan,Monday,False,0,Weekday,Light Rain/Snow,1.5737704918032787,0
2014-01-07,-13.8,-21.2,-22.7,0.2,1.0,0.21,38.7,65.9,-17.5,0.2,1,0,166,65,0.0,1,January,Jan,Tuesday,False,0,Weekday,Light Rain/Snow,2.5538461538461537,0
2014-01-08,-8.5,-17.8,-14.4,0.0,0.0,0.0,24.5,45.7,-13.15,0.0,1,0,194,86,0.0,1,January,Jan,Wednesday,False,0,Weekday,Clear,2.255813953488372,1
2014-01-09,-7.2,-12.9,-11.0,0.0,0.0,0.0,14.4,23.4,-10.05,0.0,1,0,331,88,1.5,1,January,Jan,Thursday,False,0,Weekday,Clear,3.7613636363636362,1
2014-01-10,1.4,-6.7,-2.2,1.4,8.0,1.12,11.5,23.4,-2.6500000000000004,0.175,1,0,102,67,0.0,1,January,Jan,Friday,False,0,Weekday,Light Rain/Snow,1.5223880597014925,0
2014-01-11,5.5,1.6,1.0,9.6,18.0,0.0,25.3,43.9,3.55,0.5333333333333333,0,0,392,37,0.0,1,January,Jan,Saturday,True,1,Weekend,Light Rain/Snow,10.594594594594595,1
2014-01-12,1.8,-0.7,-3.1,0.0,0.0,0.0,23.4,41.8,0.55,0.0,1,0,66,24,0.0,1,January,Jan,Sunday,True,1,Weekend,Clear,2.75,0
2014-01-13,5.3,0.1,0.2,1.9,7.0,0.0,25.2,49.0,2.6999999999999997,0.2714285714285714,0,0,114,66,0.0,1,January,Jan,Monday,False,0,Weekday,Light Rain/Snow,1.7272727272727273,0
2014-01-14,4.6,-1.2,0.6,0.2,1.0,0.0,18.4,36.4,1.6999999999999997,0.2,1,0,99,52,0.0,1,January,Jan,Tuesday,False,0,Weekday,Light Rain/Snow,1.9038461538461537,0
2014-01-15,0.6,-4.0,-3.6,0.2,1.0,0.28,30.1,59.0,-1.7,0.2,1,0,62,54,0.0,1,January,Jan,Wednesday,False,0,Weekday,Light Rain/Snow,1.1481481481481481,0
2014-01-16,-1.5,-4.7,-6.6,0.8,5.0,0.63,23.7,45.4,-3.1,0.16,1,0,51,55,0.0,1,January,Jan,Thursday,False,0,Weekday,Light Rain/Snow,0.9272727272727272,0
2014-01-17,1.5,-3.4,-3.4,0.4,3.0,0.63,23.7,47.9,-0.95,0.13333333333333333,1,0,44,38,0.0,1,January,Jan,Friday,False,0,Weekday,Light Rain/Snow,1.1578947368421053,0
2014-01-18,-2.7,-7.5,-7.0,0.8,5.0,0.84,18.9,36.4,-5.1,0.16,1,0,114,45,0.0,1,January,Jan,Saturday,True,1,Weekend,Light Rain/Snow,2.533333333333333,0
2014-01-19,-2.2,-8.2,-8.8,0.5,3.0,0.63,36.4,69.8,-5.199999999999999,0.16666666666666666,1,0,111,38,0.0,1,January,Jan,Sunday,True,1,Weekend,Light Rain/Snow,2.9210526315789473,0
2014-01-20,-2.3,-15.5,-7.3,0.6,3.0,0.63,22.7,44.6,-8.9,0.19999999999999998,1,0,91,79,0.0,1,January,Jan,Monday,False,0,Weekday,Light Rain/Snow,1.1518987341772151,0
2014-01-21,-15.7,-20.2,-21.5,0.0,0.0,0.0,15.1,29.9,-17.95,0.0,1,0,115,77,0.0,1,January,Jan,Tuesday,False,0,Weekday,Clear,1.4935064935064934,0
2014-01-22,-13.5,-22.4,-17.7,0.0,0.0,0.0,12.6,22.0,-17.95,0.0,1,0,158,59,0.0,1,January,Jan,Wednesday,False,0,Weekday,Clear,2.6779661016949152,0
2014-01-23,-14.4,-18.9,-19.8,0.0,0.0,0.0,17.4,34.6,-16.65,0.0,1,0,76,57,0.0,1,January,Jan,Thursday,False,0,Weekday,Clear,1.3333333333333333,0
2014-01-24,-9.1,-19.6,-17.8,0.2,2.0,0.35,37.5,69.5,-14.350000000000001,0.1,1,0,153,54,0.0,1,January,Jan,Friday,False,0,Weekday,Light Rain/Snow,2.8333333333333335,0
2014-01-25,-3.2,-14.1,-9.2,2.7,14.0,2.03,34.2,63.4,-8.65,0.19285714285714287,1,0,97,39,0.0,1,January,Jan,Saturday,True,1,Weekend,Light Rain/Snow,2.4871794871794872,0
2014-01-26,-6.0,-16.2,-12.0,1.2,7.0,1.05,21.3,40.0,-11.1,0.17142857142857143,1,0,180,33,0.0,1,January,Jan,Sunday,True,1,Weekend,Light Rain/Snow,5.454545454545454,1
2014-01-27,-4.9,-15.8,-9.9,1.5,4.0,1.12,32.9,58.0,-10.350000000000001,0.375,1,0,187,96,0.0,1,January,Jan,Monday,False,0,Weekday,Light Rain/Snow,1.9479166666666667,1
2014-01-28,-13.1,-18.9,-20.1,0.0,0.0,0.0,25.5,49.3,-16.0,0.0,1,0,271,75,0.0,1,January,Jan,Tuesday,False,0,Weekday,Clear,3.6133333333333333,1
2014-01-29,-10.0,-17.9,-16.5,0.0,0.0,0.0,28.0,54.4,-13.95,0.0,1,0,119,60,0.0,1,January,Jan,Wednesday,False,0,Weekday,Clear,1.9833333333333334,0
2014-01-30,-3.1,-12.5,-9.7,0.1,1.0,0.07,25.9,49.0,-7.8,0.1,1,0,215,66,0.0,1,January,Jan,Thursday,False,0,Weekday,Light Rain/Snow,3.257575757575758,1
2014-01-31,0.3,-4.7,-4.3,0.2,1.0,0.14,27.8,51.8,-2.2,0.2,1,0,309,68,0.0,1,January,Jan,Friday,False,0,Weekday,Light Rain/Snow,4.544117647058823,1
2014-02-01,0.6,-5.9,-3.0,12.7,15.0,8.82,14.7,28.8,-2.6500000000000004,0.8466666666666666,1,0,63,42,0.0,2,February,Feb,Saturday,True,1,Weekend,Heavy Rain/Snow,1.5,0
2014-02-02,0.6,-6.3,-3.1,2.2,4.0,1.19,16.2,30.6,-2.85,0.55,1,0,38,34,0.0,2,February,Feb,Sunday,True,1,Weekend,Light Rain/Snow,1.1176470588235294,0
2014-02-03,-5.3,-13.6,-9.2,0.0,0.0,0.0,11.2,19.1,-9.45,0.0,1,0,73,66,0.0,2,February,Feb,Monday,False,0,Weekday,Clear,1.106060606060606,0
2014-02-04,-5.7,-16.4,-9.6,0.1,1.0,0.14,10.9,15.1,-11.049999999999999,0.1,1,0,79,70,0.0,2,February,Feb,Tuesday,False,0,Weekday,Light Rain/Snow,1.1285714285714286,0
2014-02-05,-6.0,-11.5,-10.5,11.1,19.0,7.77,26.5,47.9,-8.75,0.5842105263157894,1,0,205,106,0.0,2,February,Feb,Wednesday,False,0,Weekday,Heavy Rain/Snow,1.9339622641509433,1
2014-02-06,-7.6,-16.2,-13.9,0.0,0.0,0.14,20.9,38.2,-11.899999999999999,0.0,1,0,220,99,0.0,2,February,Feb,Thursday,False,0,Weekday,Light Rain/Snow,2.2222222222222223,1
2014-02-07,-9.5,-14.0,-15.9,0.0,0.0,0.0,23.8,43.2,-11.75,0.0,1,0,93,61,0.0,2,February,Feb,Friday,False,0,Weekday,Clear,1.5245901639344261,0
2014-02-08,-8.7,-14.9,-13.8,0.0,0.0,0.0,19.2,33.8,-11.8,0.0,1,0,114,44,0.0,2,February,Feb,Saturday,True,1,Weekend,Clear,2.590909090909091,0
2014-02-09,-7.8,-15.8,-11.8,1.4,7.0,1.12,11.0,20.2,-11.8,0.19999999999999998,1,0,157,48,0.0,2,February,Feb,Sunday,True,1,Weekend,Light Rain/Snow,3.2708333333333335,0
2014-02-10,-7.7,-14.4,-13.1,0.0,0.0,0.0,15.3,28.1,-11.05,0.0,1,0,160,80,0.0,2,February,Feb,Monday,False,0,Weekday,Clear,2.0,0
2014-02-11,-9.9,-17.5,-14.7,0.0,0.0,0.0,12.8,23.8,-13.7,0.0,1,0,98,71,0.0,2,February,Feb,Tuesday,False,0,Weekday,Clear,1.380281690140845,0
2014-02-12,-7.8,-19.6,-12.7,0.0,0.0,0.0,14.1,24.5,-13.700000000000001,0.0,1,0,158,70,0.0,2,February,Feb,Wednesday,False,0,Weekday,Clear,2.257142857142857,0
2014-02-13,-4.1,-16.1,-8.5,0.0,0.0,0.0,14.8,28.1,-10.100000000000001,0.0,1,0,216,95,0.0,2,February,Feb,Thursday,False,0,Weekday,Clear,2.2736842105263158,1
2014-02-14,-0.5,-9.5,-5.6,0.0,0.0,0.0,14.6,29.2,-5.0,0.0,1,0,128,90,0.0,2,February,Feb,Friday,False,0,Weekday,Clear,1.4222222222222223,0
2014-02-15,-4.8,-11.5,-10.2,0.0,0.0,0.0,15.5,29.9,-8.15,0.0,1,0,80,63,0.0,2,February,Feb,Saturday,True,1,Weekend,Clear,1.2698412698412698,0
2014-02-16,-8.3,-15.3,-14.0,0.5,5.0,0.42,20.5,37.4,-11.8,0.1,1,0,161,45,0.0,2,February,Feb,Sunday,True,1,Weekend,Light Rain/Snow,3.577777777777778,0
2014-02-17,-5.3,-17.2,-13.0,0.0,0.0,0.0,30.7,58.0,-11.25,0.0,1,0,125,50,0.0,2,February,Feb,Monday,False,0,Weekday,Clear,2.5,0
2014-02-18,-0.5,-4.9,-6.6,7.0,8.0,5.25,30.4,58.7,-2.7,0.875,1,0,235,84,3.0,2,February,Feb,Tuesday,False,0,Weekday,Heavy Rain/Snow,2.7976190476190474,1
2014-02-19,4.0,-3.2,-0.0,0.2,1.0,0.0,18.4,33.1,0.3999999999999999,0.2,1,0,170,88,0.0,2,February,Feb,Wednesday,False,0,Weekday,Light Rain/Snow,1.9318181818181819,0
2014-02-20,0.5,-3.8,-4.1,9.4,8.0,3.64,27.7,57.6,-1.65,1.175,1,0,189,82,0.0,2,February,Feb,Thursday,False,0,Weekday,Light Rain/Snow,2.3048780487804876,1
2014-02-21,3.3,-0.3,-0.7,11.2,13.0,0.07,33.5,70.9,1.5,0.8615384615384615,1,0,104,68,0.0,2,February,Feb,Friday,False,0,Weekday,Heavy Rain/Snow,1.5294117647058822,0
2014-02-22,1.1,-2.0,-5.6,0.0,0.0,0.0,31.6,56.9,-0.44999999999999996,0.0,1,0,93,39,0.0,2,February,Feb,Saturday,True,1,Weekend,Clear,2.3846153846153846,0
2014-02-23,-1.4,-6.9,-7.3,0.0,0.0,0.0,22.2,41.4,-4.15,0.0,1,0,69,33,0.0,2,February,Feb,Sunday,True,1,Weekend,Clear,2.090909090909091,0
2014-02-24,-6.7,-10.2,-13.2,0.0,0.0,0.0,24.7,48.6,-8.45,0.0,1,0,124,87,0.0,2,February,Feb,Monday,False,0,Weekday,Clear,1.4252873563218391,0
2014-02-25,-6.0,-13.3,-12.3,0.3,2.0,0.21,20.6,36.0,-9.65,0.15,1,0,137,68,0.0,2,February,Feb,Tuesday,False,0,Weekday,Light Rain/Snow,2.014705882352941,0
2014-02-26,-7.9,-16.1,-14.2,0.0,0.0,0.07,23.9,45.0,-12.0,0.0,1,0,139,82,0.0,2,February,Feb,Wednesday,False,0,Weekday,Light Rain/Snow,1.6951219512195121,0
2014-02-27,-11.0,-17.3,-17.5,0.1,1.0,0.14,32.4,69.5,-14.15,0.1,1,0,125,63,0.0,2,February,Feb,Thursday,False,0,Weekday,Light Rain/Snow,1.9841269841269842,0
2014-02-28,-12.0,-21.1,-17.2,0.0,0.0,0.0,18.0,36.0,-16.55,0.0,1,0,124,52,1.5,2,February,Feb,Friday,False,0,Weekday,Clear,2.3846153846153846,0
2014-03-01,-0.7,-11.7,-5.6,1.4,9.0,1.19,18.9,35.6,-6.199999999999999,0.15555555555555556,1,0,62,44,0.0,3,March,Mar,Saturday,True,1,Weekend,Light Rain/Snow,1.4090909090909092,0
2014-03-02,-9.7,-16.1,-14.9,2.8,9.0,1.96,16.6,30.6,-12.9,0.3111111111111111,1,0,288,62,0.0,3,March,Mar,Sunday,True,1,Weekend,Light Rain/Snow,4.645161290322581,1
2014-03-03,-11.4,-19.3,-16.5,0.0,0.0,0.0,16.8,33.1,-15.350000000000001,0.0,1,0,151,82,0.0,3,March,Mar,Monday,False,0,Weekday,Clear,1.8414634146341464,0
2014-03-04,-7.9,-17.6,-12.1,1.1,6.0,1.19,11.8,25.2,-12.75,0.18333333333333335,1,0,126,74,0.0,3,March,Mar,Tuesday,False,0,Weekday,Light Rain/Snow,1.7027027027027026,0
2014-03-05,-6.5,-13.4,-11.7,0.0,0.0,0.14,14.2,28.8,-9.95,0.0,1,0,94,63,0.0,3,March,Mar,Wednesday,False,0,Weekday,Light Rain/Snow,1.492063492063492,0
2014-03-06,-5.7,-11.1,-11.1,0.0,0.0,0.0,21.1,41.0,-8.4,0.0,1,0,64,64,0.0,3,March,Mar,Thursday,False,0,Weekday,Clear,1.0,0
2014-03-07,1.0,-7.6,-3.2,0.0,0.0,0.0,14.6,26.3,-3.3,0.0,1,0,184,78,0.0,3,March,Mar,Friday,False,0,Weekday,Clear,2.358974358974359,1
2014-03-08,0.1,-6.6,-4.1,0.0,0.0,0.0,18.9,37.1,-3.25,0.0,1,0,77,50,0.0,3,March,Mar,Saturday,True,1,Weekend,Clear,1.54,0
2014-03-09,-1.2,-11.0,-6.6,0.0,0.0,0.0,23.5,36.4,-6.1,0.0,1,0,77,53,0.0,3,March,Mar,Sunday,True,1,Weekend,Clear,1.4528301886792452,0
2014-03-10,4.2,-1.5,0.1,0.0,0.0,0.0,20.5,34.6,1.35,0.0,1,0,129,90,0.0,3,March,Mar,Monday,False,0,Weekday,Clear,1.4333333333333333,0
2014-03-11,6.5,0.8,4.2,0.0,0.0,0.0,18.0,34.6,3.65,0.0,0,0,121,71,0.0,3,March,Mar,Tuesday,False,0,Weekday,Clear,1.704225352112676,0
2014-03-12,1.2,-12.2,-2.6,15.2,15.0,10.78,31.0,55.4,-5.5,1.0133333333333332,1,0,144,86,0.0,3,March,Mar,Wednesday,False,0,Weekday,Heavy Rain/Snow,1.6744186046511629,0
2014-03-13,-6.7,-17.6,-12.2,0.0,0.0,0.0,25.7,47.9,-12.15,0.0,1,0,146,84,0.0,3,March,Mar,Thursday,False,0,Weekday,Clear,1.7380952380952381,0
2014-03-14,6.1,-9.3,-0.7,0.0,0.0,0.0,34.1,61.2,-1.6000000000000005,0.0,1,0,123,62,0.0,3,March,Mar,Friday,False,0,Weekday,Clear,1.9838709677419355,0
2014-03-15,4.1,-7.5,-1.3,0.3,2.0,0.0,28.3,52.9,-1.7000000000000002,0.15,1,0,120,55,0.0,3,March,Mar,Saturday,True,1,Weekend,Light Rain/Snow,2.1818181818181817,0
2014-03-16,-8.1,-13.7,-13.7,0.0,0.0,0.0,20.6,43.6,-10.899999999999999,0.0,1,0,111,51,0.0,3,March,Mar,Sunday,True,1,Weekend,Clear,2.176470588235294,0
2014-03-17,-6.3,-15.9,-11.2,0.0,0.0,0.0,14.1,32.4,-11.1,0.0,1,0,117,54,0.0,3,March,Mar,Monday,False,0,Weekday,Clear,2.1666666666666665,0
2014-03-18,-0.1,-6.2,-4.6,0.0,0.0,0.0,16.9,37.4,-3.15,0.0,1,0,152,59,0.0,3,March,Mar,Tuesday,False,0,Weekday,Clear,2.5762711864406778,0
2014-03-19,5.5,-0.8,1.1,5.5,15.0,0.42,22.1,45.7,2.35,0.36666666666666664,1,0,95,67,0.0,3,March,Mar,Wednesday,False,0,Weekday,Light Rain/Snow,1.4179104477611941,0
2014-03-20,4.1,-1.2,-0.2,0.2,1.0,0.21,33.3,62.6,1.4499999999999997,0.2,1,0,92,54,0.0,3,March,Mar,Thursday,False,0,Weekday,Light Rain/Snow,1.7037037037037037,0
2014-03-21,2.6,-3.4,-0.4,0.0,0.0,0.0,19.1,36.0,-0.3999999999999999,0.0,1,0,53,60,0.0,3,March,Mar,Friday,False,0,Weekday,Clear,0.8833333333333333,0
2014-03-22,2.2,-4.0,-2.9,7.3,6.0,4.69,28.8,64.1,-0.8999999999999999,1.2166666666666666,1,0,89,38,0.0,3,March,Mar,Saturday,True,1,Weekend,Light Rain/Snow,2.3421052631578947,0
2014-03-23,-5.4,-10.2,-11.1,0.0,0.0,0.0,21.3,40.7,-7.8,0.0,1,0,181,28,0.0,3,March,Mar,Sunday,True,1,Weekend,Clear,6.464285714285714,1
2014-03-24,-3.3,-11.7,-9.3,0.0,0.0,0.0,16.6,35.3,-7.5,0.0,1,0,85,53,0.0,3,March,Mar,Monday,False,0,Weekday,Clear,1.6037735849056605,0
2014-03-25,-0.1,-7.6,-6.8,0.5,4.0,0.49,27.1,55.8,-3.8499999999999996,0.125,1,0,106,62,0.0,3,March,Mar,Tuesday,False,0,Weekday,Light Rain/Snow,1.7096774193548387,0
2014-03-26,-3.8,-12.5,-9.2,0.0,0.0,0.0,23.3,42.8,-8.15,0.0,1,0,89,54,0.0,3,March,Mar,Wednesday,False,0,Weekday,Clear,1.6481481481481481,0
2014-03-27,1.9,-8.7,-2.7,0.8,5.0,0.84,19.6,39.6,-3.3999999999999995,0.16,1,0,78,64,0.0,3,March,Mar,Thursday,False,0,Weekday,Light Rain/Snow,1.21875,0
2014-03-28,9.6,0.4,5.1,6.1,11.0,0.56,28.3,59.8,5.0,0.5545454545454546,0,0,107,70,0.0,3,March,Mar,Friday,False,0,Weekday,Light Rain/Snow,1.5285714285714285,0
2014-03-29,3.3,-3.3,-1.4,1.2,4.0,0.84,21.9,42.1,0.0,0.3,1,0,152,50,0.0,3,March,Mar,Saturday,True,1,Weekend,Light Rain/Snow,3.04,0
2014-03-30,7.1,-1.6,2.4,0.5,3.0,0.42,25.3,53.3,2.75,0.16666666666666666,1,0,90,40,0.0,3,March,Mar,Sunday,True,1,Weekend,Light Rain/Snow,2.25,0
2014-03-31,8.5,-1.4,6.7,0.0,0.0,0.0,17.0,34.6,3.55,0.0,1,0,85,57,0.0,3,March,Mar,Monday,False,0,Weekday,Clear,1.4912280701754386,0
2014-04-01,4.6,-0.7,1.5,0.2,1.0,0.0,25.3,50.4,1.9499999999999997,0.2,1,0,113,56,0.0,4,April,Apr,Tuesday,False,0,Weekday,Light Rain/Snow,2.017857142857143,0
2014-04-02,8.2,-0.8,4.4,0.0,0.0,0.0,18.6,39.6,3.6999999999999997,0.0,1,0,85,62,0.0,4,April,Apr,Wednesday,False,0,Weekday,Clear,1.3709677419354838,0
2014-04-03,2.8,-3.1,-0.5,0.0,0.0,0.0,19.1,33.5,-0.15000000000000013,0.0,1,0,232,63,0.0,4,April,Apr,Thursday,False,0,Weekday,Clear,3.6825396825396823,1
2014-04-04,7.2,0.4,3.7,6.0,9.0,0.0,26.4,52.2,3.8000000000000003,0.6666666666666666,0,0,78,49,0.0,4,April,Apr,Friday,False,0,Weekday,Light Rain/Snow,1.5918367346938775,0
2014-04-05,3.9,-0.9,-2.0,0.0,0.0,0.0,30.0,59.4,1.5,0.0,1,0,107,50,0.0,4,April,Apr,Saturday,True,1,Weekend,Clear,2.14,0
2014-04-06,8.4,-4.1,5.7,0.0,0.0,0.0,15.7,33.8,2.1500000000000004,0.0,1,0,136,25,0.0,4,April,Apr,Sunday,True,1,Weekend,Clear,5.44,0
2014-04-07,6.0,-0.8,1.6,7.5,5.0,0.07,23.1,44.6,2.6,1.5,1,0,139,86,0.0,4,April,Apr,Monday,False,0,Weekday,Light Rain/Snow,1.6162790697674418,0
2014-04-08,11.5,1.5,6.9,7.3,8.0,0.63,28.4,60.8,6.5,0.9125,0,0,161,58,0.0,4,April,Apr,Tuesday,False,0,Weekday,Light Rain/Snow,2.7758620689655173,0
2014-04-09,8.7,0.3,5.9,0.0,0.0,0.0,15.6,31.3,4.5,0.0,0,0,143,65,0.0,4,April,Apr,Wednesday,False,0,Weekday,Clear,2.2,0
2014-04-10,15.4,1.7,9.8,0.4,2.0,0.0,34.0,75.6,8.55,0.2,0,0,113,66,0.0,4,April,Apr,Thursday,False,0,Weekday,Light Rain/Snow,1.7121212121212122,0
2014-04-11,9.6,2.4,8.6,0.0,0.0,0.0,15.6,38.2,6.0,0.0,0,0,187,61,0.0,4,April,Apr,Friday,False,0,Weekday,Clear,3.0655737704918034,1
2014-04-12,10.0,3.2,8.8,0.9,3.0,0.0,20.1,40.3,6.6,0.3,0,0,298,44,0.0,4,April,Apr,Saturday,True,1,Weekend,Light Rain/Snow,6.7727272727272725,1
2014-04-13,19.3,3.1,16.9,7.8,8.0,0.0,25.3,56.9,11.200000000000001,0.975,0,0,62,46,0.0,4,April,Apr,Sunday,True,1,Weekend,Light Rain/Snow,1.3478260869565217,0
2014-04-14,15.7,5.6,10.8,3.3,5.0,0.0,35.8,74.9,10.649999999999999,0.6599999999999999,0,0,140,63,0.0,4,April,Apr,Monday,False,0,Weekday,Light Rain/Snow,2.2222222222222223,0
2014-04-15,4.6,-3.7,0.6,7.0,9.0,4.13,26.4,54.4,0.44999999999999973,0.7777777777777778,1,0,197,73,0.0,4,April,Apr,Tuesday,False,0,Weekday,Light Rain/Snow,2.6986301369863015,1
2014-04-16,2.8,-4.6,-1.0,0.0,0.0,0.0,22.6,38.5,-0.8999999999999999,0.0,1,0,74,55,0.0,4,April,Apr,Wednesday,False,0,Weekday,Clear,1.3454545454545455,0
2014-04-17,5.7,-0.8,1.0,0.0,0.0,0.0,24.7,52.6,2.45,0.0,1,0,101,56,0.0,4,April,Apr,Thursday,False,0,Weekday,Clear,1.8035714285714286,0
2014-04-18,10.1,4.0,8.0,2.0,5.0,0.0,15.8,34.6,7.05,0.4,0,0,76,44,0.0,4,April,Apr,Friday,False,0,Weekday,Light Rain/Snow,1.7272727272727273,0
2014-04-19,8.5,0.0,6.9,0.0,0.0,0.0,16.5,37.8,4.25,0.0,0,0,83,42,0.0,4,April,Apr,Saturday,True,1,Weekend,Clear,1.9761904761904763,0
2014-04-20,8.0,-0.5,5.7,0.0,0.0,0.0,14.3,33.8,3.75,0.0,1,0,52,51,0.0,4,April,Apr,Sunday,True,1,Weekend,Clear,1.0196078431372548,0
2014-04-21,16.9,2.4,15.1,0.9,2.0,0.0,15.9,32.4,9.649999999999999,0.45,0,0,107,48,0.0,4,April,Apr,Monday,False,0,Weekday,Light Rain/Snow,2.2291666666666665,0
2014-04-22,13.7,5.6,11.8,4.5,11.0,0.0,25.8,50.0,9.649999999999999,0.4090909090909091,0,0,89,65,0.0,4,April,Apr,Tuesday,False,0,Weekday,Light Rain/Snow,1.3692307692307693,0
2014-04-23,8.2,2.1,3.4,0.7,2.0,0.0,26.9,52.9,5.1499999999999995,0.35,0,0,97,58,0.0,4,April,Apr,Wednesday,False,0,Weekday,Light Rain/Snow,1.6724137931034482,0
2014-04-24,10.1,0.2,8.3,0.0,0.0,0.0,16.6,32.0,5.1499999999999995,0.0,0,0,129,56,0.0,4,April,Apr,Thursday,False,0,Weekday,Clear,2.3035714285714284,0
2014-04-25,6.8,3.3,2.6,6.3,6.0,0.0,31.0,59.8,5.05,1.05,0,0,133,58,0.0,4,April,Apr,Friday,False,0,Weekday,Light Rain/Snow,2.293103448275862,0
2014-04-26,8.9,0.6,5.5,2.1,7.0,0.0,23.5,46.4,4.75,0.3,0,0,74,32,1.5,4,April,Apr,Saturday,True,1,Weekend,Light Rain/Snow,2.3125,0
2014-04-27,9.4,1.6,7.0,0.0,0.0,0.0,17.4,34.2,5.5,0.0,0,0,48,37,0.0,4,April,Apr,Sunday,True,1,Weekend,Clear,1.2972972972972974,0
2014-04-28,9.0,3.0,5.4,0.0,0.0,0.0,22.7,43.6,6.0,0.0,0,0,134,54,0.0,4,April,Apr,Monday,False,0,Weekday,Clear,2.4814814814814814,0
2014-04-29,6.7,5.0,1.2,19.5,13.0,0.0,34.0,75.2,5.85,1.5,0,0,58,37,0.0,4,April,Apr,Tuesday,False,0,Weekday,Heavy Rain/Snow,1.5675675675675675,0
2014-04-30,5.8,4.1,2.2,20.0,18.0,0.0,25.6,63.0,4.949999999999999,1.1111111111111112,0,0,123,56,0.0,4,April,Apr,Wednesday,False,0,Weekday,Heavy Rain/Snow,2.1964285714285716,0
2014-05-01,12.2,4.9,7.6,1.6,5.0,0.0,25.3,50.0,8.55,0.32,0,0,109,64,0.0,5,May,May,Thursday,False,0,Weekday,Light Rain/Snow,1.703125,0
2014-05-02,10.4,6.1,7.8,0.5,3.0,0.0,20.6,39.6,8.25,0.16666666666666666,0,0,109,52,0.0,5,May,May,Friday,False,0,Weekday,Light Rain/Snow,2.0961538461538463,0
2014-05-03,10.8,6.0,7.4,2.2,10.0,0.0,22.7,51.1,8.4,0.22000000000000003,0,0,40,38,0.0,5,May,May,Saturday,True,1,Weekend,Light Rain/Snow,1.0526315789473684,0
2014-05-04,11.7,4.2,6.5,0.0,0.0,0.0,29.6,59.8,7.949999999999999,0.0,0,0,144,47,0.0,5,May,May,Sunday,True,1,Weekend,Clear,3.0638297872340425,0
2014-05-05,12.1,3.1,10.1,0.0,0.0,0.0,17.7,28.8,7.6,0.0,0,0,100,60,0.0,5,May,May,Monday,False,0,Weekday,Clear,1.6666666666666667,0
2014-05-06,11.8,4.7,10.2,0.0,0.0,0.0,16.3,31.3,8.25,0.0,0,0,166,56,0.0,5,May,May,Tuesday,False,0,Weekday,Clear,2.9642857142857144,0
2014-05-07,9.4,4.2,5.5,0.0,0.0,0.0,19.1,42.5,6.800000000000001,0.0,0,0,162,57,0.0,5,May,May,Wednesday,False,0,Weekday,Clear,2.8421052631578947,0
2014-05-08,12.6,5.7,10.3,0.0,0.0,0.0,16.6,37.1,9.15,0.0,0,0,161,55,0.0,5,May,May,Thursday,False,0,Weekday,Clear,2.9272727272727272,0
2014-05-09,19.8,6.5,18.8,1.3,2.0,0.0,19.1,48.2,13.15,0.65,0,0,100,57,0.0,5,May,May,Friday,False,0,Weekday,Light Rain/Snow,1.7543859649122806,0
2014-05-10,17.1,11.2,13.9,0.0,0.0,0.0,23.1,46.1,14.15,0.0,0,0,28,39,0.0,5,May,May,Saturday,True,1,Weekend,Clear,0.717948717948718,0
2014-05-11,18.6,6.7,16.6,0.0,0.0,0.0,16.5,36.4,12.65,0.0,0,0,16,44,0.0,5,May,May,Sunday,True,1,Weekend,Clear,0.36363636363636365,0
2014-05-12,14.4,8.6,13.8,1.1,3.0,0.0,13.6,29.9,11.5,0.3666666666666667,0,0,126,69,0.0,5,May,May,Monday,False,0,Weekday,Light Rain/Snow,1.826086956521739,0
2014-05-13,12.8,7.4,11.9,25.6,8.0,0.0,14.5,45.0,10.100000000000001,3.2,0,0,86,58,0.0,5,May,May,Tuesday,False,0,Weekday,Heavy Rain/Snow,1.4827586206896552,0
