date,min_delay,line,station
2014-05-13,0,YU,YONGE UNIVERSITY LINE
2014-05-13,0,YU,YORK MILLS STATION
2014-05-13,0,BD,BLOOR DANFORTH SUBWAY
2014-05-13,0,YU,BLOOR STATION
2014-05-13,0,YU,YONGE UNIVERSITY LINE
2014-05-13,0,BD,KENNEDY BD STATION
2014-05-13,0,BD,DONLANDS STATION
2014-05-14,3,BD,KIPLING STATION
2014-05-14,44,YU,EGLINTON WEST STATION
2014-05-14,0,YU,GLENCAIRN STATION
2014-05-14,3,YU,SUMMERHILL STATION
2014-05-14,0,SHP,YONGE SHP STATION
2014-05-14,0,BD,KEELE STATION
2014-05-14,0,SHP,DON MILLS STATION
2014-05-14,10,YU,YORKDALE STATION
2014-05-14,3,BD,DONLANDS STATION
2014-05-14,0,BD,WARDEN STATION
2014-05-14,0,BD,ST GEORGE BD STATION
2014-05-14,0,BD,ROYAL YORK STATION
2014-05-14,3,BD,KIPLING STATION
2014-05-14,0,BD,ST GEORGE BD STATION
2014-05-14,0,YU,LAWRENCE STATION
2014-05-14,0,YU,YONGE UNIVERSITY LINE
2014-05-14,0,YU,LAWRENCE STATION
2014-05-14,5,YU,SHEPPARD WEST STATION
2014-05-14,7,SRT,MCCOWAN STATION
2014-05-14,3,BD,PAPE STATION
2014-05-14,0,YU,SHEPPARD WEST STATION
2014-05-14,0,YU,YONGE UNIVERSITY LINE
2014-05-14,0,BD,ISLINGTON STATION
2014-05-14,0,BD,JANE STATION
2014-05-14,3,BD,KENNEDY BD STATION
2014-05-14,0,YU,YORK MILLS STATION
2014-05-14,0,BD,BLOOR DANFORTH SUBWAY
2014-05-14,0,BD,KENNEDY BD STATION
2014-05-14,0,YU,YONGE UNIVERSITY LINE
2014-05-14,3,BD,KEELE STATION
2014-05-14,0,BD,GREENWOOD YARD
2014-05-14,3,YU,KING STATION
2014-05-14,0,YU,YONGE UNIVERSITY LINE
2014-05-14,6,BD,YONGE BD STATION
2014-05-14,0,YU,DAVISVILLE STATION
2014-05-14,0,YU,EGLINTON WEST STATION
2014-05-14,3,YU,WILSON STATION
2014-05-14,0,BD,SPADINA BD STATION
2014-05-14,3,BD,DUFFERIN STATION
2014-05-14,5,YU,YORKDALE STATION
2014-05-14,0,YU,DUPONT STATION
2014-05-14,0,BD,WOODBINE STATION
2014-05-14,0,BD,HIGH PARK STATION
2014-05-14,0,SHP,YONGE SHP STATION
2014-05-14,0,BD,ST GEORGE BD STATION
2014-05-14,0,SRT,KENNEDY SRT STATION
2014-05-14,3,BD,WOODBINE STATION
2014-05-14,5,YU,ST GEORGE YUS STATION
2014-05-14,0,BD,VICTORIA PARK STATION
2014-05-14,4,BD,KIPLING STATION
2014-05-14,12,SRT,KENNEDY SRT STATION
2014-05-14,4,YU,BLOOR STATION
2014-05-14,3,YU,MUSEUM STATION
2014-05-14,3,BD,WARDEN STATION
2014-05-14,0,BD,BLOOR DANFORTH SUBWAY
2014-05-14,7,YU,ROSEDALE STATION
2014-05-14,3,BD,GREENWOOD WYE
2014-05-14,5,YU,SPADINA YUS STATION
2014-05-14,0,BD,SPADINA BD STATION
2014-05-14,3,YU,BLOOR STATION
2014-05-14,0,BD,BATHURST STATION
2014-05-14,3,YU,DAVISVILLE STATION
2014-05-14,3,BD,YONGE BD STATION
2014-05-14,0,SHP,YONGE SHP STATION
2014-05-14,3,YU,SHEPPARD WEST STATION
2014-05-14,6,YU,FINCH STATION
2014-05-14,12,BD,BATHURST STATION
2014-05-15,12,YU,DUPONT STATION
2014-05-15,0,YU,YONGE UNIVERSITY LINE
2014-05-15,0,BD,BLOOR DANFORTH SUBWAY
2014-05-15,0,YU,SHEPPARD WEST STATION
2014-05-15,3,BD,BAY STATION
2014-05-15,0,BD,KIPLING STATION
2014-05-15,0,YU,COLLEGE STATION
2014-05-15,0,BD,COXWELL STATION
2014-05-15,0,SHP,YONGE SHP STATION
2014-05-15,7,BD,SHERBOURNE STATION
2014-05-15,4,YU,COLLEGE STATION
2014-05-15,3,BD,ROYAL YORK STATION
2014-05-15,0,YU,KING STATION
2014-05-15,0,YU,YONGE UNIVERSITY LINE
2014-05-15,7,BD,KIPLING STATION
2014-05-15,25,YU,BLOOR STATION
2014-05-15,0,SHP,DON MILLS STATION
2014-05-15,5,SRT,MCCOWAN STATION
2014-05-15,0,YU,ST CLAIR STATION
2014-05-15,0,BD,DONLANDS STATION
2014-05-15,12,YU,QUEEN STATION
2014-05-15,0,BD,BROADVIEW STATION
2014-05-15,0,YU,YORK MILLS STATION
2014-05-15,0,YU,YONGE UNIVERSITY LINE
2014-05-15,0,BD,VICTORIA PARK STATION
2014-05-15,0,BD,BLOOR DANFORTH SUBWAY
2014-05-15,0,YU,DUPONT STATION
2014-05-15,0,YU,WILSON STATION
2014-05-15,0,YU,MUSEUM STATION
2014-05-15,0,YU,DUNDAS STATION
2014-05-15,6,BD,GREENWOOD STATION
2014-05-15,0,BD,ISLINGTON STATION
2014-05-15,0,BD,ISLINGTON STATION
2014-05-15,5,SHP,YONGE SHP STATION
2014-05-15,0,BD,WARDEN STATION
2014-05-15,3,BD,KIPLING STATION
2014-05-15,9,YU,SHEPPARD WEST STATION
2014-05-15,8,BD,GREENWOOD STATION
2014-05-15,0,BD,PAPE STATION
2014-05-15,0,BD,GREENWOOD PORTAL
2014-05-15,3,BD,KENNEDY BD STATION
2014-05-15,0,BD,COXWELL STATION
2014-05-15,0,YU,LAWRENCE STATION
2014-05-15,0,BD,RUNNYMEDE STATION
2014-05-15,0,BD,KIPLING STATION
2014-05-15,0,BD,BROADVIEW STATION
2014-05-15,0,YU,ST CLAIR WEST STATION
2014-05-15,0,YU,SHEPPARD WEST STATION
2014-05-15,0,YU,YONGE UNIVERSITY LINE
2014-05-15,0,YU,BLOOR STATION
2014-05-15,0,YU,ST GEORGE YUS STATION
2014-05-15,0,YU,ST CLAIR WEST STATION
2014-05-15,0,YU,WELLESLEY STATION
2014-05-15,0,BD,BLOOR DANFORTH SUBWAY
2014-05-15,0,YU,COLLEGE STATION
2014-05-15,8,YU,SUMMERHILL STATION
2014-05-15,5,BD,SPADINA BD STATION
2014-05-15,3,YU,ST CLAIR WEST STATION
2014-05-15,0,YU,ST GEORGE YUS STATION
2014-05-15,0,SRT,KENNEDY SRT STATION
2014-05-16,0,YU,YONGE UNIVERSITY LINE
2014-05-16,0,BD,PAPE STATION
2014-05-16,5,BD,JANE STATION
2014-05-16,0,YU,WILSON HOSTLER
2014-05-16,0,BD,RUNNYMEDE STATION
2014-05-16,0,SRT,KENNEDY SRT STATION
2014-05-16,3,YU,ST GEORGE YUS STATION
2014-05-16,0,BD,JANE STATION
2014-05-16,3,BD,WARDEN STATION
2014-05-16,8,YU,SUMMERHILL STATION
2014-05-16,0,BD,KENNEDY BD STATION
2014-05-16,27,YU,ST ANDREW STATION
2014-05-16,0,YU,YONGE UNIVERSITY LINE
2014-05-16,0,BD,YONGE BD STATION
2014-05-16,0,BD,SPADINA BD STATION
2014-05-16,0,YU,WILSON STATION
2014-05-16,0,YU,FINCH STATION
2014-05-16,0,YU,YONGE UNIVERSITY LINE
2014-05-16,0,BD,BLOOR DANFORTH SUBWAY
2014-05-16,0,YU,KING STATION
2014-05-16,0,BD,BAY STATION
2014-05-16,7,YU,DAVISVILLE STATION
2014-05-16,0,BD,KIPLING STATION
2014-05-16,0,YU,SPADINA YUS STATION
2014-05-16,0,YU,YONGE UNIVERSITY LINE
2014-05-16,0,BD,JANE STATION
2014-05-16,0,BD,MAIN STREET STATION
2014-05-16,0,BD,JANE STATION
2014-05-16,0,YU,GLENCAIRN STATION
2014-05-16,0,YU,YORK MILLS STATION
2014-05-16,0,YU,YORKDALE STATION
2014-05-16,3,BD,KENNEDY BD STATION
2014-05-16,0,YU,LAWRENCE STATION
2014-05-16,0,YU,WILSON STATION
2014-05-16,0,YU,ST CLAIR STATION
2014-05-16,10,BD,DONLANDS STATION
2014-05-16,0,BD,WARDEN STATION
2014-05-16,0,BD,BATHURST STATION
2014-05-16,0,YU,ST ANDREW STATION
2014-05-16,0,SHP,BAYVIEW STATION
2014-05-16,3,YU,ST GEORGE YUS STATION
2014-05-16,6,YU,SUMMERHILL STATION
2014-05-16,6,YU,WILSON STATION
2014-05-16,0,BD,JANE STATION
2014-05-16,0,BD,BLOOR DANFORTH SUBWAY
2014-05-16,0,BD,OLD MILL STATION
2014-05-16,0,YU,SPADINA YUS STATION
2014-05-17,0,YU,ROSEDALE STATION
2014-05-17,3,BD,ISLINGTON STATION
2014-05-17,4,BD,WARDEN STATION
2014-05-17,0,YU,GLENCAIRN STATION
2014-05-17,0,BD,YONGE BD STATION
2014-05-17,0,YU,COLLEGE STATION
2014-05-17,0,SHP,YONGE SHP STATION
2014-05-17,0,BD,JANE STATION
2014-05-17,0,BD,BLOOR DANFORTH SUBWAY
2014-05-17,0,YU,FINCH STATION
2014-05-17,0,BD,JANE STATION
2014-05-17,0,YU,UNION STATION
2014-05-17,0,YU,ST CLAIR WEST STATION
2014-05-17,0,BD,YONGE UNIVERSITY LINE
2014-05-17,0,BD,SPADINA BD STATION
2014-05-17,0,YU,YONGE UNIVERSITY LINE
2014-05-17,72,BD,ISLINGTON STATION
2014-05-17,0,BD,OLD MILL STATION
2014-05-17,0,YU,YONGE UNIVERSITY LINE
2014-05-17,0,YU,COLLEGE STATION
2014-05-17,0,BD,WARDEN STATION
2014-05-17,5,BD,YONGE BD STATION
2014-05-17,12,YU,YORKDALE STATION
2014-05-17,0,YU,SHEPPARD WEST STATION
2014-05-17,0,BD,GREENWOOD YARD
2014-05-17,22,BD,CHRISTIE STATION
2014-05-17,0,BD,KENNEDY BD STATION
2014-05-17,0,BD,KENNEDY BD STATION
2014-05-17,6,SHP,BAYVIEW STATION
2014-05-17,0,YU,EGLINTON WEST STATION
2014-05-17,0,YU,SHEPPARD STATION
2014-05-17,0,YU,WILSON YARD
2014-05-17,0,YU,EGLINTON STATION
2014-05-17,0,YU,SHEPPARD WEST STATION
2014-05-17,4,YU,DAVISVILLE STATION
2014-05-17,0,BD,BLOOR DANFORTH SUBWAY
2014-05-17,0,YU,YONGE UNIVERSITY LINE
2014-05-17,0,YU,ST CLAIR STATION
2014-05-17,10,YU,EGLINTON STATION
2014-05-17,5,BD,KENNEDY BD STATION
2014-05-18,0,BD,ISLINGTON STATION
2014-05-18,0,SHP,DON MILLS STATION
2014-05-18,3,YU,KING STATION
2014-05-18,0,YU,MUSEUM STATION
2014-05-18,0,YU,YONGE UNIVERSITY LINE
2014-05-18,9,YU,EGLINTON STATION
2014-05-18,0,BD,DUNDAS WEST STATION
2014-05-18,4,BD,VICTORIA PARK STATION
2014-05-18,0,BD,YONGE UNIVERSITY LINE
2014-05-18,3,BD,ISLINGTON STATION
2014-05-18,0,YU,FINCH STATION
2014-05-18,0,BD,KENNEDY BD STATION
2014-05-18,0,YU,LAWRENCE STATION
2014-05-18,0,BD,BLOOR DANFORTH SUBWAY
2014-05-18,0,YU,YONGE UNIVERSITY LINE
2014-05-18,3,YU,MUSEUM STATION
2014-05-18,0,YU,LAWRENCE STATION
2014-05-18,4,BD,BAY STATION
2014-05-18,0,BD,ROYAL YORK STATION
2014-05-18,0,YU,YONGE UNIVERSITY LINE
2014-05-18,0,BD,BROADVIEW STATION
2014-05-18,0,BD,KENNEDY BD STATION
2014-05-18,7,BD,PAPE STATION
2014-05-18,0,YU,ST GEORGE YUS STATION
2014-05-18,0,YU,FINCH STATION
2014-05-18,0,YU,GLENCAIRN STATION
2014-05-18,0,YU,FINCH STATION
2014-05-18,0,YU,DUPONT STATION
2014-05-18,7,YU,EGLINTON STATION
2014-05-18,0,YU,WELLESLEY STATION
2014-05-18,0,BD,ISLINGTON STATION
2014-05-18,0,YU,ST CLAIR WEST STATION
2014-05-18,0,SHP,BESSARION STATION
2014-05-18,0,YU,ST ANDREW STATION
2014-05-18,0,SHP,YONGE SHP STATION
2014-05-18,9,YU,GLENCAIRN STATION
2014-05-19,0,YU,EGLINTON STATION
2014-05-19,0,BD,BROADVIEW STATION
2014-05-19,13,BD,KENNEDY BD STATION
2014-05-19,13,SRT,KENNEDY SRT STATION
2014-05-19,4,BD,OSSINGTON STATION
2014-05-19,0,BD,PAPE STATION
2014-05-19,4,BD,COXWELL STATION
2014-05-19,0,YU,SHEPPARD STATION
2014-05-19,0,BD,JANE STATION
2014-05-19,0,YU,YONGE UNIVERSITY LINE
2014-05-19,8,BD,MAIN STREET STATION
2014-05-19,0,BD,BLOOR DANFORTH SUBWAY
2014-05-19,0,YU,YONGE UNIVERSITY LINE
2014-05-19,0,YU,YONGE UNIVERSITY LINE
2014-05-19,0,BD,KEELE STATION
2014-05-19,3,BD,CASTLE FRANK STATION
2014-05-19,0,BD,MAIN STREET STATION
2014-05-19,0,YU,SHEPPARD STATION
2014-05-19,0,BD,BLOOR DANFORTH SUBWAY
2014-05-19,0,YU,YORKDALE STATION
2014-05-19,0,YU,ST PATRICK STATION
2014-05-19,0,YU,LAWRENCE STATION
2014-05-19,5,BD,GREENWOOD STATION
2014-05-19,0,BD,ISLINGTON STATION
2014-05-19,0,YU,YONGE UNIVERSITY LINE
2014-05-19,0,YU,YORKDALE STATION
2014-05-19,0,BD,BLOOR DANFORTH SUBWAY
2014-05-19,4,YU,GLENCAIRN STATION
2014-05-19,0,YU,YONGE UNIVERSITY LINE
2014-05-19,0,SRT,LAWRENCE EAST STATION
2014-05-19,0,YU,LAWRENCE STATION
2014-05-19,3,YU,ROSEDALE STATION
2014-05-19,0,BD,KENNEDY BD STATION
2014-05-19,0,YU,QUEEN STATION
2014-05-20,4,YU,ST GEORGE YUS STATION
2014-05-20,0,BD,ISLINGTON STATION
2014-05-20,0,YU,ST ANDREW STATION
2014-05-20,3,YU,ST GEORGE YUS STATION
2014-05-20,3,BD,OLD MILL STATION
2014-05-20,0,SRT,MCCOWAN STATION
2014-05-20,0,BD,KENNEDY BD STATION
2014-05-20,0,YU,EGLINTON STATION
2014-05-20,0,BD,DONLANDS STATION
2014-05-20,0,YU,EGLINTON STATION
2014-05-20,3,YU,WILSON STATION
2014-05-20,0,YU,YONGE UNIVERSITY LINE
2014-05-20,0,YU,YONGE UNIVERSITY LINE
2014-05-20,0,YU,SHEPPARD WEST STATION
2014-05-20,0,BD,VICTORIA PARK STATION
2014-05-20,0,YU,SHEPPARD WEST STATION
2014-05-20,0,BD,KENNEDY BD STATION
2014-05-20,5,YU,FINCH STATION
2014-05-20,0,YU,BLOOR STATION
2014-05-20,0,YU,ST CLAIR WEST STATION
2014-05-20,5,YU,SHEPPARD WEST STATION
2014-05-20,3,BD,WARDEN STATION
2014-05-20,3,SRT,ELLESMERE STATION
2014-05-20,0,BD,DUFFERIN STATION
2014-05-20,0,BD,BLOOR DANFORTH SUBWAY
2014-05-20,0,BD,MAIN STREET STATION
2014-05-20,0,BD,OLD MILL STATION
2014-05-20,5,YU,SHEPPARD WEST STATION
2014-05-20,0,YU,DAVISVILLE STATION
2014-05-20,3,BD,DONLANDS STATION
2014-05-20,0,YU,UNION STATION
2014-05-20,0,YU,WILSON STATION
2014-05-20,3,SRT,SCARB CTR STATION
2014-05-20,26,SRT,ELLESMERE STATION
2014-05-20,4,YU,DUNDAS STATION
2014-05-20,0,BD,OSSINGTON STATION
2014-05-20,0,BD,BROADVIEW STATION
2014-05-20,0,YU,YORKDALE STATION
2014-05-20,0,YU,FINCH STATION
2014-05-20,0,YU,SHEPPARD WEST STATION
2014-05-20,0,YU,SHEPPARD WEST STATION
2014-05-20,0,YU,ST PATRICK STATION
2014-05-20,0,BD,JANE STATION
2014-05-20,0,BD,BLOOR DANFORTH SUBWAY
2014-05-20,0,YU,YONGE UNIVERSITY LINE
2014-05-20,5,YU,LAWRENCE STATION
2014-05-20,0,BD,WARDEN STATION
2014-05-20,0,BD,JANE STATION
2014-05-20,0,YU,UNION STATION
2014-05-21,0,YU,YONGE UNIVERSITY LINE
2014-05-21,0,BD,BLOOR DANFORTH SUBWAY
2014-05-21,3,YU,ST CLAIR STATION
2014-05-21,0,YU,OSGOODE STATION
2014-05-21,0,YU,MUSEUM STATION
2014-05-21,0,YU,FINCH STATION
2014-05-21,0,BD,BAY STATION
2014-05-21,4,BD,YONGE BD STATION
2014-05-21,11,BD,BROADVIEW STATION
2014-05-21,0,YU,BLOOR STATION
2014-05-21,4,YU,FINCH STATION
2014-05-21,0,BD,VICTORIA PARK STATION
2014-05-21,0,BD,MAIN STREET STATION
2014-05-21,0,YU,WILSON STATION
2014-05-21,5,BD,BROADVIEW STATION
2014-05-21,0,BD,YONGE UNIVERSITY LINE
2014-05-21,8,YU,DAVISVILLE STATION
2014-05-21,0,YU,WILSON STATION
2014-05-21,0,YU,SHEPPARD WEST STATION
2014-05-21,5,YU,FINCH STATION
2014-05-21,0,YU,YONGE UNIVERSITY LINE
2014-05-21,4,BD,JANE STATION
2014-05-21,0,YU,ST CLAIR WEST STATION
2014-05-21,0,YU,COLLEGE STATION
2014-05-21,0,YU,SHEPPARD WEST STATION
2014-05-21,0,YU,EGLINTON WEST STATION
2014-05-21,0,YU,ST CLAIR WEST STATION
2014-05-21,0,BD,DONLANDS STATION
2014-05-21,0,BD,COXWELL STATION
2014-05-21,0,BD,KENNEDY BD STATION
2014-05-21,0,BD,OLD MILL STATION
2014-05-21,0,YU,GLENCAIRN STATION
2014-05-21,0,YU,WILSON STATION
2014-05-21,6,YU,LAWRENCE STATION
2014-05-21,6,BD,CHESTER STATION
2014-05-21,0,BD,YONGE BD STATION
2014-05-21,0,BD,ISLINGTON STATION
2014-05-21,0,BD,YONGE BD STATION
2014-05-21,3,BD,KENNEDY BD STATION
2014-05-21,4,BD,ST GEORGE BD STATION
2014-05-21,0,BD,BATHURST STATION
2014-05-21,0,YU,EGLINTON STATION
2014-05-21,0,BD,GREENWOOD STATION
2014-05-21,0,BD,BLOOR DANFORTH SUBWAY
2014-05-21,3,YU,LAWRENCE STATION
2014-05-21,0,BD,KENNEDY BD STATION
2014-05-21,0,YU,YONGE UNIVERSITY LINE
2014-05-21,0,YU,SHEPPARD WEST STATION
2014-05-21,0,YU,DUPONT STATION
2014-05-21,0,BD,SPADINA BD STATION
2014-05-22,3,YU,ST CLAIR WEST STATION
2014-05-22,0,YU,DAVISVILLE STATION
2014-05-22,0,YU,ST CLAIR WEST STATION
2014-05-22,3,YU,FINCH STATION
2014-05-22,3,YU,LAWRENCE STATION
2014-05-22,0,YU,ROSEDALE STATION
2014-05-22,3,YU,EGLINTON STATION
2014-05-22,6,YU,EGLINTON STATION
2014-05-22,0,BD,JANE STATION
2014-05-22,0,BD,WARDEN STATION
2014-05-22,3,SRT,MIDLAND STATION
2014-05-22,0,BD,WARDEN STATION
2014-05-22,0,YU,ST CLAIR STATION
2014-05-22,0,YU,SHEPPARD WEST STATION
2014-05-22,4,BD,KEELE STATION
2014-05-22,0,YU,BLOOR STATION
2014-05-22,0,YU,YORK MILLS STATION
2014-05-22,0,BD,COXWELL STATION
2014-05-22,5,BD,KIPLING STATION
2014-05-22,0,YU,QUEEN'S PARK STATION
2014-05-22,0,BD,BLOOR DANFORTH SUBWAY
2014-05-22,0,BD,KIPLING STATION
2014-05-22,4,YU,ST ANDREW STATION
2014-05-22,0,BD,ISLINGTON STATION
2014-05-22,4,YU,DUNDAS STATION
2014-05-22,0,YU,YONGE UNIVERSITY LINE
2014-05-22,0,BD,BLOOR DANFORTH SUBWAY
2014-05-22,0,YU,YONGE UNIVERSITY LINE
2014-05-22,0,BD,COXWELL STATION
2014-05-22,0,YU,FINCH STATION
2014-05-22,3,BD,ST GEORGE BD STATION
2014-05-22,0,BD,COXWELL STATION
2014-05-22,3,BD,DONLANDS STATION
2014-05-22,4,YU,GLENCAIRN STATION
2014-05-22,17,BD,BATHURST STATION
2014-05-22,0,BD,SPADINA BD STATION
2014-05-22,3,BD,DONLANDS STATION
2014-05-22,0,YU,NORTH YORK CTR STATION
2014-05-22,0,YU,QUEEN'S PARK STATION
2014-05-22,3,BD,CASTLE FRANK STATION
2014-05-22,3,YU,ST GEORGE YUS STATION
2014-05-22,0,YU,EGLINTON STATION
2014-05-22,8,YU,DUPONT STATION
2014-05-22,5,BD,YONGE BD STATION
2014-05-22,0,YU,ST CLAIR WEST STATION
2014-05-22,0,YU,UNION STATION
2014-05-22,0,BD,VICTORIA PARK STATION
2014-05-22,6,BD,KIPLING STATION
2014-05-22,3,YU,FINCH STATION
2014-05-22,0,YU,ST CLAIR WEST STATION
2014-05-22,0,SRT,LAWRENCE EAST STATION
2014-05-22,0,BD,JANE STATION
2014-05-22,0,YU,ST CLAIR STATION
2014-05-22,0,YU,EGLINTON WEST STATION
2014-05-22,0,YU,YONGE UNIVERSITY LINE
2014-05-22,0,YU,YORKDALE STATION
2014-05-22,6,BD,PAPE STATION
2014-05-22,14,SRT,LAWRENCE EAST STATION
2014-05-22,9,YU,ST CLAIR WEST STATION
2014-05-22,11,YU,ST CLAIR WEST STATION
2014-05-22,0,YU,QUEEN'S PARK STATION
2014-05-22,0,BD,BLOOR DANFORTH SUBWAY
2014-05-22,0,YU,ST GEORGE YUS STATION
2014-05-23,3,YU,NORTH YORK CTR STATION
2014-05-23,0,SRT,ELLESMERE STATION
2014-05-23,0,YU,YONGE UNIVERSITY LINE
2014-05-23,0,BD,GREENWOOD SHOP
2014-05-23,0,BD,KENNEDY BD STATION
2014-05-23,0,YU,ST ANDREW STATION
2014-05-23,0,YU,OSGOODE STATION
2014-05-23,0,YU,WILSON STATION
2014-05-23,0,YU,FINCH STATION
2014-05-23,0,BD,YONGE BD STATION
2014-05-23,0,BD,LANSDOWNE STATION
2014-05-23,0,YU,YONGE UNIVERSITY LINE
2014-05-23,0,YU,ST CLAIR WEST STATION
2014-05-23,0,YU,ST PATRICK STATION
2014-05-23,0,YU,EGLINTON WEST STATION
2014-05-23,0,BD,SPADINA BD STATION
2014-05-23,0,YU,YORK MILLS STATION
2014-05-23,0,BD,KENNEDY BD STATION
2014-05-23,6,YU,SPADINA YUS STATION
2014-05-23,0,BD,BLOOR DANFORTH SUBWAY
2014-05-23,0,YU,YONGE UNIVERSITY LINE
2014-05-23,0,BD,OSSINGTON STATION
2014-05-23,0,YU,FINCH STATION
2014-05-23,0,YU,FINCH STATION
2014-05-23,3,BD,DONLANDS STATION
2014-05-23,0,BD,OSSINGTON STATION
2014-05-23,0,YU,EGLINTON WEST STATION
2014-05-23,3,BD,DONLANDS STATION
2014-05-23,0,SHP,YONGE SHP STATION
2014-05-23,11,YU,ST ANDREW STATION
2014-05-23,0,YU,ROSEDALE STATION
2014-05-23,0,BD,BATHURST STATION
2014-05-23,0,YU,FINCH STATION
2014-05-23,3,YU,COLLEGE STATION
2014-05-23,3,BD,VICTORIA PARK STATION
2014-05-23,0,BD,KENNEDY BD STATION
2014-05-23,4,BD,WARDEN STATION
2014-05-23,0,YU,BLOOR STATION
2014-05-23,0,BD,KENNEDY BD STATION
2014-05-23,0,BD,KENNEDY BD STATION
2014-05-23,0,YU,EGLINTON STATION
2014-05-23,0,,GREENWOOD YARD
2014-05-23,0,BD,BLOOR DANFORTH SUBWAY
2014-05-23,0,YU,YONGE UNIVERSITY LINE
2014-05-23,0,YU,ST GEORGE YUS STATION
2014-05-23,0,BD,BATHURST STATION
2014-05-23,0,SRT,MIDLAND STATION
2014-05-23,4,YU,EGLINTON WEST STATION
2014-05-23,0,YU,GLENCAIRN STATION
2014-05-23,0,BD,VICTORIA PARK STATION
2014-05-23,0,BD,KENNEDY BD STATION
2014-05-24,0,BD,CHESTER STATION
2014-05-24,3,YU,EGLINTON STATION
2014-05-24,0,YU,OSGOODE STATION
2014-05-24,0,YU,LAWRENCE WEST STATION
2014-05-24,0,YU,YORKDALE STATION
2014-05-24,0,BD,WOODBINE STATION
2014-05-24,0,BD,DUNDAS WEST STATION
2014-05-24,0,YU,YONGE UNIVERSITY LINE
2014-05-24,0,YU,FINCH STATION
2014-05-24,0,BD,GREENWOOD STATION
2014-05-24,0,BD,WOODBINE STATION
2014-05-24,0,BD,YONGE UNIVERSITY LINE
2014-05-24,0,YU,QUEEN STATION
2014-05-24,0,SHP,DON MILLS STATION
2014-05-24,0,YU,UNION STATION
2014-05-24,0,BD,KIPLING STATION
2014-05-24,0,YU,BLOOR STATION
2014-05-24,0,BD,KIPLING STATION
2014-05-24,0,BD,BROADVIEW STATION
2014-05-24,0,YU,NORTH YORK CTR STATION
2014-05-24,3,YU,LAWRENCE STATION
2014-05-24,0,YU,ST ANDREW STATION
2014-05-24,0,YU,EGLINTON WEST STATION
2014-05-24,0,BD,WOODBINE STATION
2014-05-24,0,YU,QUEEN'S PARK STATION
2014-05-24,13,BD,DUNDAS WEST STATION
2014-05-24,0,BD,KENNEDY BD STATION
2014-05-24,3,YU,FINCH STATION
2014-05-24,9,YU,DAVISVILLE STATION
2014-05-24,0,BD,KEELE STATION
2014-05-24,0,BD,CHRISTIE STATION
2014-05-24,3,BD,PAPE STATION
2014-05-24,0,YU,WILSON STATION
2014-05-24,0,YU,SHEPPARD WEST STATION
2014-05-24,0,YU,BLOOR STATION
2014-05-24,0,BD,ROYAL YORK STATION
2014-05-24,4,YU,FINCH STATION
2014-05-24,0,BD,KEELE STATION
2014-05-24,0,BD,OLD MILL STATION
2014-05-24,0,YU,ROSEDALE STATION
2014-05-24,0,YU,YORKDALE STATION
2014-05-24,0,BD,WOODBINE STATION
2014-05-24,0,YU,UNION STATION
2014-05-24,0,BD,ROYAL YORK STATION
2014-05-24,19,YU,EGLINTON WEST STATION
2014-05-24,0,BD,ST GEORGE BD STATION
2014-05-24,0,YU,ST GEORGE YUS STATION
2014-05-24,0,YU,DUPONT STATION
2014-05-24,0,YU,YONGE UNIVERSITY LINE
2014-05-24,0,BD,JANE STATION
2014-05-24,0,BD,KIPLING STATION
2014-05-24,11,BD,YONGE BD STATION
2014-05-25,0,YU,YONGE UNIVERSITY LINE
2014-05-25,4,YU,SHEPPARD STATION
2014-05-25,0,YU,SHEPPARD WEST STATION
2014-05-25,0,YU,ST PATRICK STATION
2014-05-25,0,YU,DAVISVILLE STATION
2014-05-25,3,YU,COLLEGE STATION
2014-05-25,3,YU,BLOOR STATION
2014-05-25,0,BD,SPADINA BD STATION
2014-05-25,0,YU,YORK MILLS STATION
2014-05-25,0,BD,YONGE UNIVERSITY LINE
2014-05-25,0,BD,DONLANDS STATION
2014-05-25,0,YU,NORTH YORK CTR STATION
2014-05-25,0,YU,YORK MILLS STATION
2014-05-25,0,YU,LAWRENCE STATION
2014-05-25,14,SHP,LESLIE STATION
2014-05-25,0,YU,WELLESLEY STATION
2014-05-25,0,BD,KIPLING STATION
2014-05-25,0,YU,YONGE UNIVERSITY LINE
2014-05-25,10,YU,WELLESLEY STATION
2014-05-25,3,YU,YORKDALE STATION
2014-05-25,0,SRT,SCARB CTR STATION
2014-05-25,0,YU,YONGE UNIVERSITY LINE
2014-05-25,5,BD,PAPE STATION
2014-05-25,7,YU,KING STATION
2014-05-25,0,YU,DAVISVILLE YARD
2014-05-25,0,BD,CHESTER STATION
2014-05-25,0,BD,OLD MILL STATION
2014-05-25,0,BD,ST GEORGE BD STATION
2014-05-25,0,BD,COXWELL STATION
2014-05-25,4,BD,KIPLING STATION
2014-05-25,7,BD,RUNNYMEDE STATION
2014-05-25,0,BD,KIPLING STATION
2014-05-25,5,BD,HIGH PARK STATION
2014-05-25,0,YU,ST CLAIR WEST STATION
2014-05-25,0,BD,KIPLING STATION
2014-05-25,0,YU,SHEPPARD WEST STATION
2014-05-25,3,YU,UNION STATION
2014-05-25,9,BD,RUNNYMEDE STATION
2014-05-25,0,YU,LAWRENCE STATION
2014-05-25,0,YU,ST CLAIR STATION
2014-05-25,0,YU,SHEPPARD WEST STATION
